source_file,compiler,ir,ir_flags,asm,asm_flags

19:
  %20 = load i32, i32* @g, align 4, !dbg !38
  %21 = icmp ne i32 %20, 1, !dbg !41
  br i1 %21, label %22, label %23, !dbg !42

22:
  store i32 3, i32* %1, align 4, !dbg !43
  br label %50, !dbg !43

23:
  br label %25, !dbg !44

24:
  store i32 4, i32* %1, align 4, !dbg !45
  br label %50, !dbg !45

25:
  store i32 0, i32* @g, align 4, !dbg !47
  store i32 1, i32* %2, align 4, !dbg !48
  %26 = load i32, i32* %2, align 4, !dbg !49
  %27 = icmp ne i32 %26, 0, !dbg !49
  br i1 %27, label %31, label %28, !dbg !51

28:
  %29 = call i32 @effect()(), !dbg !52
  %30 = icmp ne i32 %29, 0, !dbg !52
  br i1 %30, label %31, label %36, !dbg !53

31:
  %32 = load i32, i32* @g, align 4, !dbg !54
  %33 = icmp ne i32 %32, 0, !dbg !54
  br i1 %33, label %34, label %35, !dbg !57

34:
  store i32 5, i32* %1, align 4, !dbg !58
  br label %50, !dbg !58

35:
  br label %37, !dbg !59

36:
  store i32 6, i32* %1, align 4, !dbg !60
  br label %50, !dbg !60

37:
  store i32 0, i32* %2, align 4, !dbg !62
  %38 = load i32, i32* %2, align 4, !dbg !63
  %39 = icmp ne i32 %38, 0, !dbg !63
  br i1 %39, label %43, label %40, !dbg !65

40:
  %41 = call i32 @effect()(), !dbg !66
  %42 = icmp ne i32 %41, 0, !dbg !66
  br i1 %42, label %43, label %48, !dbg !67

43:
  %44 = load i32, i32* @g, align 4, !dbg !68
  %45 = icmp ne i32 %44, 1, !dbg !71
  br i1 %45, label %46, label %47, !dbg !72

46:
  store i32 7, i32* %1, align 4, !dbg !73
  br label %50, !dbg !73

47:
  br label %49, !dbg !74

48:
  store i32 8, i32* %1, align 4, !dbg !75
  br label %50, !dbg !75

49:
  store i32 0, i32* %1, align 4, !dbg !77
  br label %50, !dbg !77

50:
  %51 = load i32, i32* %1, align 4, !dbg !78
  ret i32 %51, !dbg !78
}

declare void @llvm.dbg.declare(metadata, metadata, metadata) #2

attributes #0 = { noinline nounwind optnone uwtable ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""min-legal-vector-width""=""0"" ""no-infs-fp-math""=""false"" ""no-jump-tables""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #1 = { noinline norecurse nounwind optnone uwtable ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""min-legal-vector-width""=""0"" ""no-infs-fp-math""=""false"" ""no-jump-tables""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #2 = { nounwind readnone speculatable willreturn }

",-emit-llvm,"# Compilation provided by Compiler Explorer at https://godbolt.org/
effect():                             # @effect()
        push    rbp
        mov     rbp, rsp
        mov     dword ptr [g], 1
        mov     eax, 1
        pop     rbp
        ret
main:                                   # @main
        push    rbp
        mov     rbp, rsp
        sub     rsp, 16
        mov     dword ptr [rbp - 4], 0
        mov     dword ptr [g], 0
        mov     dword ptr [rbp - 8], 0
        cmp     dword ptr [rbp - 8], 0
        je      .LBB1_3
        call    effect()
        cmp     eax, 0
        je      .LBB1_3
        mov     dword ptr [rbp - 4], 1
        jmp     .LBB1_24
.LBB1_3:
        cmp     dword ptr [g], 0
        je      .LBB1_5
        mov     dword ptr [rbp - 4], 2
        jmp     .LBB1_24
.LBB1_5:
        mov     dword ptr [rbp - 8], 1
        cmp     dword ptr [rbp - 8], 0
        je      .LBB1_10
        call    effect()
        cmp     eax, 0
        je      .LBB1_10
        cmp     dword ptr [g], 1
        je      .LBB1_9
        mov     dword ptr [rbp - 4], 3
        jmp     .LBB1_24
.LBB1_9:
        jmp     .LBB1_11
.LBB1_10:
        mov     dword ptr [rbp - 4], 4
        jmp     .LBB1_24
.LBB1_11:
        mov     dword ptr [g], 0
        mov     dword ptr [rbp - 8], 1
        cmp     dword ptr [rbp - 8], 0
        jne     .LBB1_13
        call    effect()
        cmp     eax, 0
        je      .LBB1_16
.LBB1_13:
        cmp     dword ptr [g], 0
        je      .LBB1_15
        mov     dword ptr [rbp - 4], 5
        jmp     .LBB1_24
.LBB1_15:
        jmp     .LBB1_17
.LBB1_16:
        mov     dword ptr [rbp - 4], 6
        jmp     .LBB1_24
.LBB1_17:
        mov     dword ptr [rbp - 8], 0
        cmp     dword ptr [rbp - 8], 0
        jne     .LBB1_19
        call    effect()
        cmp     eax, 0
        je      .LBB1_22
.LBB1_19:
        cmp     dword ptr [g], 1
        je      .LBB1_21
        mov     dword ptr [rbp - 4], 7
        jmp     .LBB1_24
.LBB1_21:
        jmp     .LBB1_23
.LBB1_22:
        mov     dword ptr [rbp - 4], 8
        jmp     .LBB1_24
.LBB1_23:
        mov     dword ptr [rbp - 4], 0
.LBB1_24:
        mov     eax, dword ptr [rbp - 4]
        add     rsp, 16
        pop     rbp
        ret
g:
        .long   0                       # 0x0

",-Wall
source\00034.c,clang10,"# Compilation provided by Compiler Explorer at https://godbolt.org/
define dso_local i32 @main() #0 !dbg !7 {
  %1 = alloca i32, align 4
  %2 = alloca i32, align 4
  store i32 0, i32* %1, align 4
  call void @llvm.dbg.declare(metadata i32* %2, metadata !12, metadata !DIExpression()), !dbg !13
  store i32 0, i32* %2, align 4, !dbg !14
  br label %3, !dbg !15

3:
  br label %4, !dbg !16

4:
  br label %5, !dbg !17

5:
  %6 = load i32, i32* %2, align 4, !dbg !18
  %7 = icmp eq i32 %6, 5, !dbg !21
  br i1 %7, label %8, label %9, !dbg !22

8:
  br label %12, !dbg !23

9:
  %10 = load i32, i32* %2, align 4, !dbg !25
  %11 = add nsw i32 %10, 1, !dbg !26
  store i32 %11, i32* %2, align 4, !dbg !27
  br label %5, !dbg !28

12:
  br label %13, !dbg !31

13:
  %14 = load i32, i32* %2, align 4, !dbg !32
  %15 = icmp eq i32 %14, 10, !dbg !37
  br i1 %15, label %16, label %17, !dbg !38

16:
  br label %20, !dbg !39

17:
  %18 = load i32, i32* %2, align 4, !dbg !41
  %19 = add nsw i32 %18, 1, !dbg !42
  store i32 %19, i32* %2, align 4, !dbg !43
  br label %13, !dbg !44

20:
  br label %21, !dbg !48

21:
  %22 = load i32, i32* %2, align 4, !dbg !49
  %23 = icmp eq i32 %22, 15, !dbg !52
  br i1 %23, label %24, label %25, !dbg !53

24:
  br label %29, !dbg !54

25:
  %26 = load i32, i32* %2, align 4, !dbg !56
  %27 = add nsw i32 %26, 1, !dbg !57
  store i32 %27, i32* %2, align 4, !dbg !58
  br label %28, !dbg !59

28:
  br i1 true, label %21, label %29, !dbg !60

29:
  %30 = load i32, i32* %2, align 4, !dbg !63
  %31 = sub nsw i32 %30, 15, !dbg !64
  ret i32 %31, !dbg !65
}

declare void @llvm.dbg.declare(metadata, metadata, metadata) #1

attributes #0 = { noinline norecurse nounwind optnone uwtable ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""min-legal-vector-width""=""0"" ""no-infs-fp-math""=""false"" ""no-jump-tables""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #1 = { nounwind readnone speculatable willreturn }

",-emit-llvm,"# Compilation provided by Compiler Explorer at https://godbolt.org/
main:                                   # @main
        push    rbp
        mov     rbp, rsp
        mov     dword ptr [rbp - 4], 0
        mov     dword ptr [rbp - 8], 0
        jmp     .LBB0_2
.LBB0_2:
        jmp     .LBB0_3
.LBB0_3:                                # =>This Inner Loop Header: Depth=1
        cmp     dword ptr [rbp - 8], 5
        jne     .LBB0_5
        jmp     .LBB0_6
.LBB0_5:                                #   in Loop: Header=BB0_3 Depth=1
        mov     eax, dword ptr [rbp - 8]
        add     eax, 1
        mov     dword ptr [rbp - 8], eax
        jmp     .LBB0_3
.LBB0_6:
        jmp     .LBB0_7
.LBB0_7:                                # =>This Inner Loop Header: Depth=1
        cmp     dword ptr [rbp - 8], 10
        jne     .LBB0_9
        jmp     .LBB0_10
.LBB0_9:                                #   in Loop: Header=BB0_7 Depth=1
        mov     eax, dword ptr [rbp - 8]
        add     eax, 1
        mov     dword ptr [rbp - 8], eax
        jmp     .LBB0_7
.LBB0_10:
        jmp     .LBB0_11
.LBB0_11:                               # =>This Inner Loop Header: Depth=1
        cmp     dword ptr [rbp - 8], 15
        jne     .LBB0_13
        jmp     .LBB0_15
.LBB0_13:                               #   in Loop: Header=BB0_11 Depth=1
        mov     eax, dword ptr [rbp - 8]
        add     eax, 1
        mov     dword ptr [rbp - 8], eax
        mov     al, 1
        test    al, 1
        jne     .LBB0_11
        jmp     .LBB0_15
.LBB0_15:
        mov     eax, dword ptr [rbp - 8]
        sub     eax, 15
        pop     rbp
        ret
",-Wall
source\00035.c,clang10,"# Compilation provided by Compiler Explorer at https://godbolt.org/
define dso_local i32 @main() #0 !dbg !7 {
  %1 = alloca i32, align 4
  %2 = alloca i32, align 4
  store i32 0, i32* %1, align 4
  call void @llvm.dbg.declare(metadata i32* %2, metadata !12, metadata !DIExpression()), !dbg !13
  store i32 4, i32* %2, align 4, !dbg !14
  %3 = load i32, i32* %2, align 4, !dbg !15
  %4 = icmp ne i32 %3, 0, !dbg !15
  %5 = xor i1 %4, true, !dbg !17
  %6 = zext i1 %5 to i32, !dbg !17
  %7 = icmp ne i32 %6, 0, !dbg !18
  br i1 %7, label %8, label %9, !dbg !19

8:
  store i32 1, i32* %1, align 4, !dbg !20
  br label %23, !dbg !20

9:
  %10 = load i32, i32* %2, align 4, !dbg !21
  %11 = icmp ne i32 %10, 0, !dbg !21
  %12 = xor i1 %11, true, !dbg !23
  %13 = xor i1 %12, true, !dbg !24
  %14 = zext i1 %13 to i32, !dbg !24
  %15 = icmp ne i32 %14, 1, !dbg !25
  br i1 %15, label %16, label %17, !dbg !26

16:
  store i32 1, i32* %1, align 4, !dbg !27
  br label %23, !dbg !27

17:
  %18 = load i32, i32* %2, align 4, !dbg !28
  %19 = sub nsw i32 0, %18, !dbg !30
  %20 = icmp ne i32 %19, -4, !dbg !31
  br i1 %20, label %21, label %22, !dbg !32

21:
  store i32 1, i32* %1, align 4, !dbg !33
  br label %23, !dbg !33

22:
  store i32 0, i32* %1, align 4, !dbg !34
  br label %23, !dbg !34

23:
  %24 = load i32, i32* %1, align 4, !dbg !35
  ret i32 %24, !dbg !35
}

declare void @llvm.dbg.declare(metadata, metadata, metadata) #1

attributes #0 = { noinline norecurse nounwind optnone uwtable ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""min-legal-vector-width""=""0"" ""no-infs-fp-math""=""false"" ""no-jump-tables""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #1 = { nounwind readnone speculatable willreturn }

Standard error:
[1m<source>:7:5: [0m[0;1;35mwarning: [0m[1mlogical not is only applied to the left hand side of this comparison [-Wlogical-not-parentheses][0m
        if(!x != 0)
[0;1;32m           ^  ~~
[0m[1m<source>:7:5: [0m[0;1;30mnote: [0madd parentheses after the '!' to evaluate the comparison first[0m
        if(!x != 0)
[0;1;32m           ^
[0m[0;32m            (     )
[0m[1m<source>:7:5: [0m[0;1;30mnote: [0madd parentheses around left hand side expression to silence this warning[0m
        if(!x != 0)
[0;1;32m           ^
[0m[0;32m           ( )
[0m1 warning generated.
",-emit-llvm,"# Compilation provided by Compiler Explorer at https://godbolt.org/
main:                                   # @main
        push    rbp
        mov     rbp, rsp
        mov     dword ptr [rbp - 4], 0
        mov     dword ptr [rbp - 8], 4
        cmp     dword ptr [rbp - 8], 0
        setne   al
        xor     al, -1
        and     al, 1
        movzx   ecx, al
        cmp     ecx, 0
        je      .LBB0_2
        mov     dword ptr [rbp - 4], 1
        jmp     .LBB0_7
.LBB0_2:
        cmp     dword ptr [rbp - 8], 0
        setne   al
        xor     al, -1
        xor     al, -1
        and     al, 1
        movzx   ecx, al
        cmp     ecx, 1
        je      .LBB0_4
        mov     dword ptr [rbp - 4], 1
        jmp     .LBB0_7
.LBB0_4:
        xor     eax, eax
        sub     eax, dword ptr [rbp - 8]
        cmp     eax, -4
        je      .LBB0_6
        mov     dword ptr [rbp - 4], 1
        jmp     .LBB0_7
.LBB0_6:
        mov     dword ptr [rbp - 4], 0
.LBB0_7:
        mov     eax, dword ptr [rbp - 4]
        pop     rbp
        ret
Standard error:
[1m<source>:7:5: [0m[0;1;35mwarning: [0m[1mlogical not is only applied to the left hand side of this comparison [-Wlogical-not-parentheses][0m
        if(!x != 0)
[0;1;32m           ^  ~~
[0m[1m<source>:7:5: [0m[0;1;30mnote: [0madd parentheses after the '!' to evaluate the comparison first[0m
        if(!x != 0)
[0;1;32m           ^
[0m[0;32m            (     )
[0m[1m<source>:7:5: [0m[0;1;30mnote: [0madd parentheses around left hand side expression to silence this warning[0m
        if(!x != 0)
[0;1;32m           ^
[0m[0;32m           ( )
[0m1 warning generated.
",-Wall
source\00036.c,clang10,"# Compilation provided by Compiler Explorer at https://godbolt.org/
define dso_local i32 @main() #0 !dbg !7 {
  %1 = alloca i32, align 4
  %2 = alloca i32, align 4
  store i32 0, i32* %1, align 4
  call void @llvm.dbg.declare(metadata i32* %2, metadata !12, metadata !DIExpression()), !dbg !13
  store i32 0, i32* %2, align 4, !dbg !14
  %3 = load i32, i32* %2, align 4, !dbg !15
  %4 = add nsw i32 %3, 2, !dbg !15
  store i32 %4, i32* %2, align 4, !dbg !15
  %5 = load i32, i32* %2, align 4, !dbg !16
  %6 = add nsw i32 %5, 2, !dbg !16
  store i32 %6, i32* %2, align 4, !dbg !16
  %7 = load i32, i32* %2, align 4, !dbg !17
  %8 = icmp ne i32 %7, 4, !dbg !19
  br i1 %8, label %9, label %10, !dbg !20

9:
  store i32 1, i32* %1, align 4, !dbg !21
  br label %23, !dbg !21

10:
  %11 = load i32, i32* %2, align 4, !dbg !22
  %12 = sub nsw i32 %11, 1, !dbg !22
  store i32 %12, i32* %2, align 4, !dbg !22
  %13 = load i32, i32* %2, align 4, !dbg !23
  %14 = icmp ne i32 %13, 3, !dbg !25
  br i1 %14, label %15, label %16, !dbg !26

15:
  store i32 2, i32* %1, align 4, !dbg !27
  br label %23, !dbg !27

16:
  %17 = load i32, i32* %2, align 4, !dbg !28
  %18 = mul nsw i32 %17, 2, !dbg !28
  store i32 %18, i32* %2, align 4, !dbg !28
  %19 = load i32, i32* %2, align 4, !dbg !29
  %20 = icmp ne i32 %19, 6, !dbg !31
  br i1 %20, label %21, label %22, !dbg !32

21:
  store i32 3, i32* %1, align 4, !dbg !33
  br label %23, !dbg !33

22:
  store i32 0, i32* %1, align 4, !dbg !34
  br label %23, !dbg !34

23:
  %24 = load i32, i32* %1, align 4, !dbg !35
  ret i32 %24, !dbg !35
}

declare void @llvm.dbg.declare(metadata, metadata, metadata) #1

attributes #0 = { noinline norecurse nounwind optnone uwtable ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""min-legal-vector-width""=""0"" ""no-infs-fp-math""=""false"" ""no-jump-tables""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #1 = { nounwind readnone speculatable willreturn }

",-emit-llvm,"# Compilation provided by Compiler Explorer at https://godbolt.org/
main:                                   # @main
        push    rbp
        mov     rbp, rsp
        mov     dword ptr [rbp - 4], 0
        mov     dword ptr [rbp - 8], 0
        mov     eax, dword ptr [rbp - 8]
        add     eax, 2
        mov     dword ptr [rbp - 8], eax
        mov     eax, dword ptr [rbp - 8]
        add     eax, 2
        mov     dword ptr [rbp - 8], eax
        cmp     dword ptr [rbp - 8], 4
        je      .LBB0_2
        mov     dword ptr [rbp - 4], 1
        jmp     .LBB0_7
.LBB0_2:
        mov     eax, dword ptr [rbp - 8]
        sub     eax, 1
        mov     dword ptr [rbp - 8], eax
        cmp     dword ptr [rbp - 8], 3
        je      .LBB0_4
        mov     dword ptr [rbp - 4], 2
        jmp     .LBB0_7
.LBB0_4:
        mov     eax, dword ptr [rbp - 8]
        shl     eax, 1
        mov     dword ptr [rbp - 8], eax
        cmp     dword ptr [rbp - 8], 6
        je      .LBB0_6
        mov     dword ptr [rbp - 4], 3
        jmp     .LBB0_7
.LBB0_6:
        mov     dword ptr [rbp - 4], 0
.LBB0_7:
        mov     eax, dword ptr [rbp - 4]
        pop     rbp
        ret
",-Wall
source\00037.c,clang10,"# Compilation provided by Compiler Explorer at https://godbolt.org/
define dso_local i32 @main() #0 !dbg !7 {
  %1 = alloca i32, align 4
  %2 = alloca [2 x i32], align 4
  %3 = alloca i32*, align 8
  store i32 0, i32* %1, align 4
  call void @llvm.dbg.declare(metadata [2 x i32]* %2, metadata !12, metadata !DIExpression()), !dbg !16
  call void @llvm.dbg.declare(metadata i32** %3, metadata !17, metadata !DIExpression()), !dbg !19
  %4 = getelementptr inbounds [2 x i32], [2 x i32]* %2, i64 0, i64 1, !dbg !20
  store i32 7, i32* %4, align 4, !dbg !21
  %5 = getelementptr inbounds [2 x i32], [2 x i32]* %2, i64 0, i64 0, !dbg !22
  store i32* %5, i32** %3, align 8, !dbg !23
  %6 = load i32*, i32** %3, align 8, !dbg !24
  %7 = getelementptr inbounds i32, i32* %6, i64 1, !dbg !25
  store i32* %7, i32** %3, align 8, !dbg !26
  %8 = load i32*, i32** %3, align 8, !dbg !27
  %9 = load i32, i32* %8, align 4, !dbg !29
  %10 = icmp ne i32 %9, 7, !dbg !30
  br i1 %10, label %11, label %12, !dbg !31

11:
  store i32 1, i32* %1, align 4, !dbg !32
  br label %13, !dbg !32

12:
  store i32 0, i32* %1, align 4, !dbg !33
  br label %13, !dbg !33

13:
  %14 = load i32, i32* %1, align 4, !dbg !34
  ret i32 %14, !dbg !34
}

declare void @llvm.dbg.declare(metadata, metadata, metadata) #1

attributes #0 = { noinline norecurse nounwind optnone uwtable ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""min-legal-vector-width""=""0"" ""no-infs-fp-math""=""false"" ""no-jump-tables""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #1 = { nounwind readnone speculatable willreturn }

",-emit-llvm,"# Compilation provided by Compiler Explorer at https://godbolt.org/
main:                                   # @main
        push    rbp
        mov     rbp, rsp
        lea     rax, [rbp - 12]
        mov     dword ptr [rbp - 4], 0
        mov     dword ptr [rbp - 8], 7
        mov     qword ptr [rbp - 24], rax
        mov     rax, qword ptr [rbp - 24]
        add     rax, 4
        mov     qword ptr [rbp - 24], rax
        mov     rax, qword ptr [rbp - 24]
        cmp     dword ptr [rax], 7
        je      .LBB0_2
        mov     dword ptr [rbp - 4], 1
        jmp     .LBB0_3
.LBB0_2:
        mov     dword ptr [rbp - 4], 0
.LBB0_3:
        mov     eax, dword ptr [rbp - 4]
        pop     rbp
        ret
",-Wall
source\00038.c,clang10,"# Compilation provided by Compiler Explorer at https://godbolt.org/
define dso_local i32 @main() #0 !dbg !7 {
  %1 = alloca i32, align 4
  %2 = alloca i32, align 4
  %3 = alloca i32*, align 8
  store i32 0, i32* %1, align 4
  call void @llvm.dbg.declare(metadata i32* %2, metadata !12, metadata !DIExpression()), !dbg !13
  call void @llvm.dbg.declare(metadata i32** %3, metadata !14, metadata !DIExpression()), !dbg !16
  ret i32 0, !dbg !17
}

declare void @llvm.dbg.declare(metadata, metadata, metadata) #1

attributes #0 = { noinline norecurse nounwind optnone uwtable ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""min-legal-vector-width""=""0"" ""no-infs-fp-math""=""false"" ""no-jump-tables""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #1 = { nounwind readnone speculatable willreturn }

",-emit-llvm,"# Compilation provided by Compiler Explorer at https://godbolt.org/
main:                                   # @main
        push    rbp
        mov     rbp, rsp
        xor     eax, eax
        mov     dword ptr [rbp - 4], 0
        pop     rbp
        ret
",-Wall
source\00039.c,clang10,"# Compilation provided by Compiler Explorer at https://godbolt.org/
define dso_local i32 @main() #0 !dbg !10 {
  %1 = alloca i32, align 4
  %2 = alloca i8*, align 8
  %3 = alloca i32, align 4
  store i32 0, i32* %1, align 4
  call void @llvm.dbg.declare(metadata i8** %2, metadata !14, metadata !DIExpression()), !dbg !16
  call void @llvm.dbg.declare(metadata i32* %3, metadata !17, metadata !DIExpression()), !dbg !18
  store i32 2, i32* %3, align 4, !dbg !19
  %4 = bitcast i32* %3 to i8*, !dbg !20
  store i8* %4, i8** %2, align 8, !dbg !21
  %5 = load i8*, i8** %2, align 8, !dbg !22
  %6 = bitcast i8* %5 to i32*, !dbg !24
  %7 = load i32, i32* %6, align 4, !dbg !25
  %8 = icmp ne i32 %7, 2, !dbg !26
  br i1 %8, label %9, label %10, !dbg !27

9:
  store i32 1, i32* %1, align 4, !dbg !28
  br label %11, !dbg !28

10:
  store i32 0, i32* %1, align 4, !dbg !29
  br label %11, !dbg !29

11:
  %12 = load i32, i32* %1, align 4, !dbg !30
  ret i32 %12, !dbg !30
}

declare void @llvm.dbg.declare(metadata, metadata, metadata) #1

attributes #0 = { noinline norecurse nounwind optnone uwtable ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""min-legal-vector-width""=""0"" ""no-infs-fp-math""=""false"" ""no-jump-tables""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #1 = { nounwind readnone speculatable willreturn }

",-emit-llvm,"# Compilation provided by Compiler Explorer at https://godbolt.org/
main:                                   # @main
        push    rbp
        mov     rbp, rsp
        mov     dword ptr [rbp - 4], 0
        mov     dword ptr [rbp - 20], 2
        lea     rax, [rbp - 20]
        mov     qword ptr [rbp - 16], rax
        mov     rax, qword ptr [rbp - 16]
        cmp     dword ptr [rax], 2
        je      .LBB0_2
        mov     dword ptr [rbp - 4], 1
        jmp     .LBB0_3
.LBB0_2:
        mov     dword ptr [rbp - 4], 0
.LBB0_3:
        mov     eax, dword ptr [rbp - 4]
        pop     rbp
        ret
",-Wall
source\00040.c,clang10,"# Compilation provided by Compiler Explorer at https://godbolt.org/
<Compilation failed>
# Compiler exited with result code 1
Standard error:
[1m<source>:49:13: [0m[0;1;31merror: [0m[1massigning to 'int *' from incompatible type 'void *'[0m
        t = calloc(64, sizeof(int));
[0;1;32m            ^~~~~~~~~~~~~~~~~~~~~~~
[0m1 error generated.
",-emit-llvm,"# Compilation provided by Compiler Explorer at https://godbolt.org/
<Compilation failed>
# Compiler exited with result code 1
Standard error:
[1m<source>:49:13: [0m[0;1;31merror: [0m[1massigning to 'int *' from incompatible type 'void *'[0m
        t = calloc(64, sizeof(int));
[0;1;32m            ^~~~~~~~~~~~~~~~~~~~~~~
[0m1 error generated.
",-Wall
source\00041.c,clang10,"# Compilation provided by Compiler Explorer at https://godbolt.org/
define dso_local i32 @main() #0 !dbg !7 {
  %1 = alloca i32, align 4
  %2 = alloca i32, align 4
  %3 = alloca i32, align 4
  %4 = alloca i32, align 4
  %5 = alloca i32, align 4
  store i32 0, i32* %1, align 4
  call void @llvm.dbg.declare(metadata i32* %2, metadata !12, metadata !DIExpression()), !dbg !13
  call void @llvm.dbg.declare(metadata i32* %3, metadata !14, metadata !DIExpression()), !dbg !15
  call void @llvm.dbg.declare(metadata i32* %4, metadata !16, metadata !DIExpression()), !dbg !17
  call void @llvm.dbg.declare(metadata i32* %5, metadata !18, metadata !DIExpression()), !dbg !19
  store i32 0, i32* %4, align 4, !dbg !20
  store i32 2, i32* %2, align 4, !dbg !21
  br label %6, !dbg !22

6:
  %7 = load i32, i32* %2, align 4, !dbg !23
  %8 = icmp slt i32 %7, 5000, !dbg !24
  br i1 %8, label %9, label %34, !dbg !22

9:
  store i32 2, i32* %3, align 4, !dbg !25
  store i32 1, i32* %5, align 4, !dbg !27
  br label %10, !dbg !28

10:
  %11 = load i32, i32* %3, align 4, !dbg !29
  %12 = load i32, i32* %3, align 4, !dbg !30
  %13 = mul nsw i32 %11, %12, !dbg !31
  %14 = load i32, i32* %2, align 4, !dbg !32
  %15 = icmp sle i32 %13, %14, !dbg !33
  br i1 %15, label %16, label %25, !dbg !28

16:
  %17 = load i32, i32* %2, align 4, !dbg !34
  %18 = load i32, i32* %3, align 4, !dbg !37
  %19 = srem i32 %17, %18, !dbg !38
  %20 = icmp eq i32 %19, 0, !dbg !39
  br i1 %20, label %21, label %22, !dbg !40

21:
  store i32 0, i32* %5, align 4, !dbg !41
  br label %22, !dbg !42

22:
  %23 = load i32, i32* %3, align 4, !dbg !43
  %24 = add nsw i32 %23, 1, !dbg !43
  store i32 %24, i32* %3, align 4, !dbg !43
  br label %10, !dbg !28

25:
  %26 = load i32, i32* %2, align 4, !dbg !46
  %27 = add nsw i32 %26, 1, !dbg !46
  store i32 %27, i32* %2, align 4, !dbg !46
  %28 = load i32, i32* %5, align 4, !dbg !47
  %29 = icmp ne i32 %28, 0, !dbg !47
  br i1 %29, label %30, label %33, !dbg !49

30:
  %31 = load i32, i32* %4, align 4, !dbg !50
  %32 = add nsw i32 %31, 1, !dbg !50
